Customer_ID,Subscription_Length,Last_Activity,Support_Tickets_Raised,Satisfaction_Score
CUST002667,4,349,2,6.0
CUST002668,33,253,2,2.0
CUST002669,24,258,2,1.0
CUST002670,36,48,1,8.0
CUST002671,51,134,4,10.0
CUST002672,41,300,2,9.0
CUST002673,10,199,3,10.0
CUST002674,36,292,2,
CUST002675,20,136,3,3.0
CUST002676,41,83,1,5.0
CUST002677,45,266,2,
CUST002678,44,358,5,10.0
CUST002679,11,219,3,4.0
CUST002680,12,349,2,6.0
CUST002681,18,19,0,1.0
CUST002682,30,18,1,4.0
CUST002683,44,179,2,8.0
CUST002684,48,23,4,5.0
CUST002685,37,315,1,8.0
CUST002686,20,244,5,1.0
CUST002687,25,107,3,10.0
CUST002688,12,131,2,9.0
CUST002689,21,10,5,4.0
CUST002690,25,199,3,9.0
CUST002691,11,305,1,8.0
CUST002692,9,312,2,8.0
CUST002693,50,90,3,2.0
CUST002694,25,144,0,3.0
CUST002695,35,295,2,
CUST002696,52,109,3,
CUST002697,32,352,2,3.0
CUST002698,49,204,0,8.0
CUST002699,14,44,1,
CUST002700,1,8,1,7.0
CUST002701,17,301,2,4.0
CUST002702,25,353,2,8.0
CUST002703,59,153,3,4.0
CUST002704,8,17,4,5.0
CUST002705,5,339,2,1.0
CUST002706,5,237,0,10.0
CUST002707,41,335,0,8.0
CUST002708,35,56,3,7.0
CUST002709,19,44,2,5.0
CUST002710,23,309,1,6.0
CUST002711,9,241,5,1.0
CUST002712,54,39,1,8.0
CUST002713,30,130,3,9.0
CUST002714,50,98,4,5.0
CUST002715,16,281,4,10.0
CUST002716,33,80,6,7.0
CUST002717,2,288,1,10.0
CUST002718,14,335,4,4.0
CUST002719,46,234,4,6.0
CUST002720,1,334,1,2.0
CUST002721,26,169,1,
CUST002722,58,79,3,5.0
CUST002723,25,71,7,9.0
CUST002724,16,263,7,9.0
CUST002725,15,200,1,8.0
CUST002726,26,211,2,4.0
CUST002727,47,18,3,6.0
CUST002728,44,273,2,7.0
CUST002729,16,210,4,1.0
CUST002730,14,117,3,1.0
CUST002731,29,104,0,
CUST002732,24,77,1,3.0
CUST002733,47,315,1,10.0
CUST002734,55,11,4,4.0
CUST002735,15,51,5,9.0
CUST002736,19,7,2,2.0
CUST002737,8,37,2,4.0
CUST002738,34,261,6,7.0
CUST002739,2,62,2,2.0
CUST002740,27,200,3,8.0
CUST002741,10,330,2,10.0
CUST002742,35,90,5,4.0
CUST002743,23,79,0,9.0
CUST002744,49,55,0,1.0
CUST002745,8,221,0,7.0
CUST002746,28,92,1,1.0
CUST002747,23,74,3,10.0
CUST002748,4,56,1,9.0
CUST002749,14,232,3,10.0
CUST002750,53,179,1,10.0
CUST002751,42,61,3,1.0
CUST002752,29,360,1,3.0
CUST002753,1,117,4,7.0
CUST002754,4,78,1,1.0
CUST002755,32,236,6,5.0
CUST002756,33,33,6,6.0
CUST002757,49,55,3,3.0
CUST002758,26,243,1,6.0
CUST002759,17,274,1,
CUST002760,39,74,2,6.0
CUST002761,23,21,2,6.0
CUST002762,32,353,0,4.0
CUST002763,52,201,2,1.0
CUST002764,15,154,1,3.0
CUST002765,13,254,5,10.0
CUST002766,2,207,1,7.0
CUST002767,19,149,1,2.0
CUST002768,24,183,2,4.0
CUST002769,45,302,0,6.0
CUST002770,24,297,1,5.0
CUST002771,11,261,3,6.0
CUST002772,59,44,0,
CUST002773,22,144,4,9.0
CUST002774,15,244,1,2.0
CUST002775,10,5,0,4.0
CUST002776,41,62,4,1.0
CUST002777,27,346,3,7.0
CUST002778,9,26,1,1.0
CUST002779,52,317,3,6.0
CUST002780,28,325,2,10.0
CUST002781,1,184,3,10.0
CUST002782,17,306,1,9.0
CUST002783,31,36,1,2.0
CUST002784,44,30,2,1.0
CUST002785,10,69,1,10.0
CUST002786,37,232,6,3.0
CUST002787,29,176,3,6.0
CUST002788,18,278,5,7.0
CUST002789,47,33,1,8.0
CUST002790,38,69,1,4.0
CUST002791,39,352,3,8.0
CUST002792,49,255,0,7.0
CUST002793,6,50,1,8.0
CUST002794,40,23,0,5.0
CUST002795,12,254,2,10.0
CUST002796,53,164,2,7.0
CUST002797,14,273,2,4.0
CUST002798,44,181,1,1.0
CUST002799,55,347,1,3.0
CUST002800,10,250,1,10.0
CUST002801,54,237,1,9.0
CUST002802,20,232,1,4.0
CUST002803,15,122,0,
CUST002804,31,242,2,3.0
CUST002805,7,134,3,6.0
CUST002806,58,71,2,4.0
CUST002807,41,346,6,5.0
CUST002808,10,310,2,7.0
CUST002809,10,279,7,7.0
CUST002810,48,219,0,9.0
CUST002811,39,185,2,2.0
CUST002812,28,307,2,4.0
CUST002813,30,314,4,8.0
CUST002814,37,217,2,4.0
CUST002815,55,281,1,3.0
CUST002816,3,281,1,10.0
CUST002817,50,125,6,6.0
CUST002818,43,179,3,3.0
CUST002819,15,327,0,2.0
CUST002820,21,35,2,9.0
CUST002821,52,70,5,3.0
CUST002822,37,360,1,1.0
CUST002823,56,178,2,9.0
CUST002824,12,49,0,5.0
CUST002825,4,68,3,7.0
CUST002826,47,7,1,
CUST002827,9,94,2,1.0
CUST002828,39,81,2,6.0
CUST002829,42,250,3,5.0
CUST002830,28,38,3,10.0
CUST002831,23,350,1,6.0
CUST002832,45,45,1,2.0
CUST002833,40,359,1,7.0
CUST002834,44,137,0,1.0
CUST002835,22,311,5,8.0
CUST002836,24,308,2,7.0
CUST002837,51,305,2,7.0
CUST002838,58,229,2,6.0
CUST002839,26,183,2,10.0
CUST002840,30,326,1,
CUST002841,33,204,1,9.0
CUST002842,16,111,1,3.0
CUST002843,22,68,0,9.0
CUST002844,49,357,4,5.0
CUST002845,57,38,3,8.0
CUST002846,50,198,2,3.0
CUST002847,43,305,5,7.0
CUST002848,18,92,4,10.0
CUST002849,7,264,3,4.0
CUST002850,50,243,3,5.0
CUST002851,26,116,2,4.0
CUST002852,8,95,1,
CUST002853,6,213,4,7.0
CUST002854,30,246,3,6.0
CUST002855,39,173,2,
CUST002856,23,285,5,10.0
CUST002857,32,79,3,
CUST002858,22,280,1,
CUST002859,42,149,1,10.0
CUST002860,43,279,3,3.0
CUST002861,57,351,0,
CUST002862,45,226,4,7.0
CUST002863,9,323,1,10.0
CUST002864,31,118,1,1.0
CUST002865,7,73,2,4.0
CUST002866,9,6,3,10.0
CUST002867,13,321,2,8.0
CUST002868,58,22,2,4.0
CUST002869,3,179,2,1.0
CUST002870,35,196,1,5.0
CUST002871,33,109,1,1.0
CUST002872,21,185,3,9.0
CUST002873,31,55,0,8.0
CUST002874,52,229,2,7.0
CUST002875,34,19,3,5.0
CUST002876,32,364,4,4.0
CUST002877,57,216,5,
CUST002878,35,48,0,3.0
CUST002879,15,160,2,
CUST002880,56,273,2,5.0
CUST002881,32,96,1,5.0
CUST002882,6,30,0,1.0
CUST002883,45,121,1,10.0
CUST002884,21,354,3,8.0
CUST002885,33,190,1,7.0
CUST002886,32,152,2,1.0
CUST002887,52,255,0,4.0
CUST002888,19,191,2,4.0
CUST002889,33,142,4,9.0
CUST002890,28,246,1,10.0
CUST002891,31,34,2,2.0
CUST002892,21,187,2,
CUST002893,54,86,1,10.0
CUST002894,34,161,4,3.0
CUST002895,15,364,1,
CUST002896,14,118,1,5.0
CUST002897,19,111,1,7.0
CUST002898,43,58,3,5.0
CUST002899,15,18,3,5.0
CUST002900,6,359,3,4.0
CUST002901,52,140,4,9.0
CUST002902,9,194,2,6.0
CUST002903,37,130,3,10.0
CUST002904,20,212,0,6.0
CUST002905,34,284,2,6.0
CUST002906,38,120,1,6.0
CUST002907,26,42,1,1.0
CUST002908,18,3,0,6.0
CUST002909,28,229,1,4.0
CUST002910,55,229,2,2.0
CUST002911,51,343,4,6.0
CUST002912,9,141,5,1.0
CUST002913,32,57,1,1.0
CUST002914,59,216,2,5.0
CUST002915,53,131,2,6.0
CUST002916,56,114,2,2.0
CUST002917,59,191,0,10.0
CUST002918,6,243,3,8.0
CUST002919,14,294,2,4.0
CUST002920,28,315,1,4.0
CUST002921,58,28,4,10.0
CUST002922,24,26,0,5.0
CUST002923,13,84,4,10.0
CUST002924,43,347,4,4.0
CUST002925,12,321,1,5.0
CUST002926,51,330,1,10.0
CUST002927,19,202,1,3.0
CUST002928,21,61,4,8.0
CUST002929,27,185,0,6.0
CUST002930,58,246,2,8.0
CUST002931,19,1,2,5.0
CUST002932,24,243,2,7.0
CUST002933,26,32,4,
CUST002934,45,235,4,7.0
CUST002935,28,17,4,6.0
CUST002936,46,89,2,10.0
CUST002937,56,52,4,4.0
CUST002938,18,164,3,6.0
CUST002939,44,303,2,9.0
CUST002940,36,32,4,4.0
CUST002941,42,198,2,6.0
CUST002942,29,351,2,6.0
CUST002943,17,201,1,3.0
CUST002944,4,107,2,4.0
CUST002945,44,336,0,3.0
CUST002946,45,345,2,3.0
CUST002947,59,296,1,10.0
CUST002948,29,28,1,4.0
CUST002949,4,337,3,4.0
CUST002950,10,287,3,6.0
CUST002951,25,119,2,4.0
CUST002952,31,343,3,6.0
CUST002953,3,31,2,2.0
CUST002954,47,154,2,4.0
CUST002955,2,260,1,2.0
CUST002956,57,107,2,8.0
CUST002957,25,251,0,
CUST002958,49,363,1,7.0
CUST002959,6,107,2,6.0
CUST002960,26,117,1,8.0
CUST002961,8,245,1,4.0
CUST002962,35,79,3,10.0
CUST002963,27,229,3,2.0
CUST002964,25,23,3,4.0
CUST002965,18,197,2,5.0
CUST002966,54,361,4,9.0
CUST002967,1,188,2,5.0
CUST002968,48,217,2,9.0
CUST002969,39,247,1,9.0
CUST002970,3,154,1,8.0
CUST002971,55,195,1,5.0
CUST002972,4,116,1,2.0
CUST002973,41,196,1,5.0
CUST002974,37,55,3,1.0
CUST002975,51,175,2,8.0
CUST002976,15,144,0,2.0
CUST002977,8,314,2,7.0
CUST002978,38,363,1,2.0
CUST002979,50,217,2,5.0
CUST002980,19,257,2,10.0
CUST002981,56,127,4,7.0
CUST002982,47,173,5,6.0
CUST002983,26,94,1,5.0
CUST002984,39,219,0,6.0
CUST002985,10,52,1,2.0
CUST002986,38,19,4,10.0
CUST002987,14,358,2,
CUST002988,49,237,1,1.0
CUST002989,41,171,1,8.0
CUST002990,19,275,4,3.0
CUST002991,30,295,2,3.0
CUST002992,5,364,1,9.0
CUST002993,55,160,2,6.0
CUST002994,31,240,2,4.0
CUST002995,7,65,5,4.0
CUST002996,19,217,3,7.0
CUST002997,31,47,4,6.0
CUST002998,52,74,1,2.0
CUST002999,58,164,2,9.0
CUST003000,39,198,2,2.0
CUST003001,24,328,0,8.0
CUST003002,34,148,1,4.0
CUST003003,57,86,0,10.0
CUST003004,23,9,3,1.0
CUST003005,48,253,3,1.0
CUST003006,45,232,1,9.0
CUST003007,40,247,0,4.0
CUST003008,6,1,1,1.0
CUST003009,38,267,2,3.0
CUST003010,41,105,1,3.0
CUST003011,36,234,0,7.0
CUST003012,27,257,2,
CUST003013,11,81,5,8.0
CUST003014,5,123,0,7.0
CUST003015,57,172,2,1.0
CUST003016,17,307,3,3.0
CUST003017,52,273,2,9.0
CUST003018,7,359,2,4.0
CUST003019,27,247,2,3.0
CUST003020,47,363,2,5.0
CUST003021,57,194,3,8.0
CUST003022,15,112,1,1.0
CUST003023,46,23,6,2.0
CUST003024,13,315,2,7.0
CUST003025,11,202,4,
CUST003026,45,106,1,5.0
CUST003027,26,94,2,10.0
CUST003028,22,25,1,8.0
CUST003029,28,145,2,6.0
CUST003030,24,19,1,3.0
CUST003031,29,210,7,7.0
CUST003032,9,82,2,
CUST003033,42,46,0,5.0
CUST003034,4,35,1,7.0
CUST003035,49,202,4,2.0
CUST003036,46,23,3,10.0
CUST003037,56,300,0,
CUST003038,18,265,1,2.0
CUST003039,43,346,0,
CUST003040,16,349,3,3.0
CUST003041,33,187,3,9.0
CUST003042,29,298,2,
CUST003043,39,190,0,1.0
CUST003044,10,240,2,10.0
CUST003045,9,349,3,8.0
CUST003046,59,127,1,7.0
CUST003047,31,291,3,1.0
CUST003048,28,111,4,3.0
CUST003049,57,43,4,3.0
CUST003050,3,301,3,3.0
CUST003051,54,134,3,7.0
CUST003052,55,13,1,6.0
CUST003053,14,11,2,2.0
CUST003054,58,102,1,5.0
CUST003055,25,197,2,6.0
CUST003056,15,55,4,2.0
CUST003057,2,183,0,1.0
CUST003058,24,19,2,
CUST003059,14,363,2,4.0
CUST003060,48,262,3,
CUST003061,7,9,1,1.0
CUST003062,36,148,1,3.0
CUST003063,50,25,4,7.0
CUST003064,24,306,5,4.0
CUST003065,27,72,2,2.0
CUST003066,37,322,1,8.0
CUST003067,38,57,2,1.0
CUST003068,30,22,3,
CUST003069,27,312,2,
CUST003070,39,36,4,2.0
CUST003071,15,179,3,4.0
CUST003072,26,68,3,3.0
CUST003073,1,1,2,7.0
CUST003074,56,48,4,6.0
CUST003075,4,152,4,
CUST003076,29,197,2,4.0
CUST003077,57,58,2,3.0
CUST003078,1,48,0,7.0
CUST003079,43,355,1,6.0
CUST003080,50,234,2,5.0
CUST003081,46,188,1,10.0
CUST003082,22,114,4,7.0
CUST003083,11,90,0,5.0
CUST003084,10,169,2,9.0
CUST003085,59,363,2,4.0
CUST003086,17,361,4,1.0
CUST003087,36,177,1,10.0
CUST003088,56,192,4,5.0
CUST003089,47,133,2,1.0
CUST003090,26,172,3,
CUST003091,48,18,2,1.0
CUST003092,21,251,1,
CUST003093,13,112,1,8.0
CUST003094,9,40,4,2.0
CUST003095,11,102,2,9.0
CUST003096,11,174,1,7.0
CUST003097,6,314,3,3.0
CUST003098,1,341,3,9.0
CUST003099,54,302,0,4.0
CUST003100,6,196,5,7.0
CUST003101,13,72,0,3.0
CUST003102,22,182,5,5.0
CUST003103,56,241,1,4.0
CUST003104,31,289,2,
CUST003105,22,323,4,9.0
CUST003106,37,113,1,5.0
CUST003107,47,340,1,1.0
CUST003108,27,163,2,5.0
CUST003109,50,39,5,
CUST003110,52,235,3,
CUST003111,14,71,4,8.0
CUST003112,47,219,1,5.0
CUST003113,58,5,1,5.0
CUST003114,5,241,6,
CUST003115,58,165,1,9.0
CUST003116,36,1,1,4.0
CUST003117,32,184,2,7.0
CUST003118,34,8,2,10.0
CUST003119,7,108,2,6.0
CUST003120,42,185,1,5.0
CUST003121,48,284,6,5.0
CUST003122,10,154,2,7.0
CUST003123,50,34,1,2.0
CUST003124,17,352,1,9.0
CUST003125,30,22,4,2.0
CUST003126,21,148,2,
CUST003127,13,151,1,4.0
CUST003128,1,67,0,10.0
CUST003129,1,78,1,10.0
CUST003130,47,232,1,6.0
CUST003131,33,39,2,1.0
CUST003132,38,165,4,5.0
CUST003133,25,99,1,6.0
CUST003134,26,129,3,9.0
CUST003135,13,19,2,9.0
CUST003136,59,271,2,9.0
CUST003137,28,1,4,3.0
CUST003138,33,287,1,4.0
CUST003139,37,180,1,8.0
CUST003140,41,256,2,
CUST003141,30,174,2,2.0
CUST003142,57,342,3,8.0
CUST003143,49,50,1,7.0
CUST003144,48,20,3,9.0
CUST003145,8,105,1,5.0
CUST003146,49,190,1,2.0
CUST003147,47,239,3,5.0
CUST003148,56,43,2,2.0
CUST003149,1,5,5,5.0
CUST003150,12,248,0,9.0
CUST003151,5,66,6,7.0
CUST003152,24,251,1,7.0
CUST003153,6,128,2,1.0
CUST003154,25,185,4,9.0
CUST003155,1,188,3,6.0
CUST003156,25,183,3,7.0
CUST003157,1,71,1,2.0
CUST003158,32,66,2,1.0
CUST003159,42,329,4,4.0
CUST003160,42,250,0,9.0
CUST003161,3,155,2,9.0
CUST003162,49,79,2,3.0
CUST003163,19,19,1,1.0
CUST003164,43,269,1,2.0
CUST003165,29,45,4,9.0
CUST003166,50,262,3,9.0
CUST003167,2,222,4,1.0
CUST003168,9,129,2,9.0
CUST003169,56,106,3,1.0
CUST003170,17,251,2,10.0
CUST003171,46,121,3,4.0
CUST003172,36,230,3,5.0
CUST003173,17,281,0,8.0
CUST003174,49,227,1,5.0
CUST003175,12,275,3,
CUST003176,20,138,2,4.0
CUST003177,50,173,1,9.0
CUST003178,3,327,1,8.0
CUST003179,43,271,1,9.0
CUST003180,57,215,2,
CUST003181,50,228,3,7.0
CUST003182,4,107,1,5.0
CUST003183,17,159,0,10.0
CUST003184,50,136,1,1.0
CUST003185,37,251,1,6.0
CUST003186,46,30,1,10.0
CUST003187,42,98,2,6.0
CUST003188,15,97,1,10.0
CUST003189,33,257,3,4.0
CUST003190,16,272,0,2.0
CUST003191,11,11,7,1.0
CUST003192,55,342,2,3.0
CUST003193,20,168,1,9.0
CUST003194,38,211,3,1.0
CUST003195,24,172,1,5.0
CUST003196,54,326,2,
CUST003197,16,120,0,6.0
CUST003198,30,185,3,9.0
CUST003199,34,39,2,1.0
CUST003200,1,257,4,5.0
CUST003201,24,279,0,1.0
CUST003202,24,230,3,2.0
CUST003203,9,115,1,2.0
CUST003204,22,304,2,5.0
CUST003205,12,91,1,10.0
CUST003206,17,309,2,4.0
CUST003207,25,61,3,6.0
CUST003208,28,103,3,5.0
CUST003209,15,215,4,2.0
CUST003210,30,102,1,9.0
CUST003211,51,143,2,10.0
CUST003212,27,90,2,8.0
CUST003213,22,118,2,
CUST003214,10,139,1,6.0
CUST003215,58,303,3,5.0
CUST003216,31,240,2,
CUST003217,27,136,3,2.0
CUST003218,12,5,1,4.0
CUST003219,46,209,0,2.0
CUST003220,31,87,1,2.0
CUST003221,32,347,0,8.0
CUST003222,32,319,3,4.0
CUST003223,41,277,3,4.0
CUST003224,59,121,1,7.0
CUST003225,45,245,1,4.0
CUST003226,35,358,1,9.0
CUST003227,53,90,1,9.0
CUST003228,46,140,2,3.0
CUST003229,21,112,0,6.0
CUST003230,10,240,1,7.0
CUST003231,16,272,4,
CUST003232,7,143,1,
CUST003233,4,207,4,1.0
CUST003234,27,119,1,9.0
CUST003235,52,84,1,7.0
CUST003236,55,251,1,10.0
CUST003237,25,278,1,7.0
CUST003238,31,163,1,9.0
CUST003239,11,142,0,6.0
CUST003240,48,350,2,8.0
CUST003241,20,31,0,5.0
CUST003242,36,326,3,8.0
CUST003243,54,91,1,10.0
CUST003244,54,128,4,1.0
CUST003245,55,267,1,3.0
CUST003246,17,36,2,4.0
CUST003247,45,336,4,
CUST003248,11,280,0,8.0
CUST003249,30,213,2,8.0
CUST003250,35,233,2,2.0
CUST003251,41,228,1,7.0
CUST003252,38,298,3,3.0
CUST003253,22,237,3,6.0
CUST003254,53,21,2,4.0
CUST003255,43,96,4,
CUST003256,48,51,1,4.0
CUST003257,51,337,2,3.0
CUST003258,27,311,4,2.0
CUST003259,37,62,1,4.0
CUST003260,46,343,2,10.0
CUST003261,49,153,0,2.0
CUST003262,35,224,0,7.0
CUST003263,4,142,2,1.0
CUST003264,16,41,3,1.0
CUST003265,16,166,0,
CUST003266,21,190,5,
CUST003267,26,297,1,1.0
CUST003268,57,45,5,4.0
CUST003269,36,208,2,5.0
CUST003270,19,96,5,2.0
CUST003271,58,275,2,7.0
CUST003272,17,293,2,4.0
CUST003273,45,235,5,8.0
CUST003274,26,341,0,1.0
CUST003275,22,207,4,10.0
CUST003276,55,26,2,1.0
CUST003277,58,350,4,1.0
CUST003278,56,360,1,4.0
CUST003279,28,207,4,1.0
CUST003280,1,141,3,5.0
CUST003281,44,347,6,6.0
CUST003282,36,87,1,7.0
CUST003283,43,98,2,8.0
CUST003284,37,23,1,8.0
CUST003285,2,250,1,
CUST003286,17,364,3,4.0
CUST003287,40,250,3,
CUST003288,38,148,1,9.0
CUST003289,21,54,2,9.0
CUST003290,9,315,3,3.0
CUST003291,13,39,5,7.0
CUST003292,11,334,0,4.0
CUST003293,16,218,1,
CUST003294,16,347,2,7.0
CUST003295,59,237,5,6.0
CUST003296,2,325,2,9.0
CUST003297,42,324,1,7.0
CUST003298,44,343,3,8.0
CUST003299,8,277,1,5.0
CUST003300,43,225,0,4.0
CUST003301,42,144,2,1.0
CUST003302,13,288,2,8.0
CUST003303,57,211,2,6.0
CUST003304,17,154,1,4.0
CUST003305,39,259,2,
CUST003306,24,227,3,5.0
CUST003307,3,82,4,4.0
CUST003308,30,88,1,7.0
CUST003309,52,309,0,6.0
CUST003310,13,4,3,3.0
CUST003311,19,173,2,10.0
CUST003312,7,32,1,1.0
CUST003313,9,234,1,
CUST003314,19,226,0,5.0
CUST003315,45,339,3,1.0
CUST003316,54,206,4,1.0
CUST003317,40,102,2,6.0
CUST003318,22,58,2,4.0
CUST003319,18,269,2,8.0
CUST003320,23,150,4,2.0
CUST003321,2,252,3,4.0
CUST003322,50,44,2,8.0
CUST003323,50,30,1,8.0
CUST003324,11,12,0,
CUST003325,31,14,1,3.0
CUST003326,33,292,2,4.0
CUST003327,14,45,2,
CUST003328,16,200,3,2.0
CUST003329,11,24,1,4.0
CUST003330,33,251,0,9.0
CUST003331,7,119,1,6.0
CUST003332,31,78,3,4.0
CUST003333,48,242,4,1.0
CUST003334,46,203,0,7.0
CUST003335,47,237,3,2.0
CUST003336,14,294,8,6.0
CUST003337,28,348,1,10.0
CUST003338,53,87,1,1.0
CUST003339,43,210,1,7.0
CUST003340,16,276,1,4.0
CUST003341,19,97,1,3.0
CUST003342,17,2,6,10.0
CUST003343,59,229,2,7.0
CUST003344,26,243,3,3.0
CUST003345,6,258,3,8.0
CUST003346,43,42,5,4.0
CUST003347,49,213,2,3.0
CUST003348,9,296,1,7.0
CUST003349,50,3,1,7.0
CUST003350,17,16,2,
CUST003351,31,279,2,10.0
CUST003352,12,102,1,7.0
CUST003353,23,77,0,6.0
CUST003354,54,202,0,3.0
CUST003355,54,55,1,4.0
CUST003356,5,209,2,8.0
CUST003357,43,329,0,6.0
CUST003358,36,354,2,9.0
CUST003359,59,81,1,8.0
CUST003360,36,244,1,8.0
CUST003361,3,235,2,10.0
CUST003362,58,114,3,10.0
CUST003363,24,67,3,7.0
CUST003364,55,297,0,10.0
CUST003365,57,40,4,1.0
CUST003366,17,221,2,5.0
CUST003367,39,103,3,7.0
CUST003368,26,295,2,10.0
CUST003369,4,53,3,9.0
CUST003370,55,296,3,4.0
CUST003371,45,52,0,8.0
CUST003372,12,37,0,1.0
CUST003373,1,67,1,4.0
CUST003374,21,162,3,4.0
CUST003375,19,206,2,2.0
CUST003376,21,341,3,
CUST003377,52,322,0,3.0
CUST003378,18,52,4,9.0
CUST003379,43,209,1,7.0
CUST003380,52,2,1,
CUST003381,3,129,5,9.0
CUST003382,49,178,4,8.0
CUST003383,44,164,0,6.0
CUST003384,32,353,2,6.0
CUST003385,10,22,3,2.0
CUST003386,40,227,1,3.0
CUST003387,15,82,1,6.0
CUST003388,5,164,3,
CUST003389,4,3,3,7.0
CUST003390,58,172,2,5.0
CUST003391,28,118,0,4.0
CUST003392,53,144,3,8.0
CUST003393,52,252,0,2.0
CUST003394,51,266,1,3.0
CUST003395,53,170,4,10.0
CUST003396,4,213,2,4.0
CUST003397,15,281,3,10.0
CUST003398,17,227,0,6.0
CUST003399,44,262,1,5.0
CUST003400,3,255,3,5.0
CUST003401,10,8,1,7.0
CUST003402,47,41,0,8.0
CUST003403,42,257,1,
CUST003404,56,131,2,3.0
CUST003405,23,52,2,4.0
CUST003406,18,102,3,1.0
CUST003407,1,219,3,5.0
CUST003408,35,244,3,10.0
CUST003409,53,333,3,8.0
CUST003410,58,303,3,3.0
CUST003411,31,339,3,10.0
CUST003412,59,275,3,4.0
CUST003413,44,70,1,4.0
CUST003414,1,47,2,6.0
CUST003415,3,117,3,
CUST003416,3,78,0,10.0
CUST003417,37,5,1,3.0
CUST003418,19,254,1,4.0
CUST003419,29,320,3,6.0
CUST003420,25,107,2,6.0
CUST003421,33,244,3,7.0
CUST003422,36,173,1,1.0
CUST003423,29,36,3,9.0
CUST003424,58,173,0,2.0
CUST003425,26,180,1,4.0
CUST003426,4,267,1,3.0
CUST003427,49,255,1,3.0
CUST003428,14,320,1,5.0
CUST003429,50,321,2,7.0
CUST003430,27,73,0,7.0
CUST003431,33,57,5,7.0
CUST003432,22,66,2,3.0
CUST003433,48,132,1,9.0
CUST003434,3,260,3,6.0
CUST003435,23,124,3,10.0
CUST003436,21,92,4,8.0
CUST003437,41,274,1,1.0
CUST003438,23,141,4,4.0
CUST003439,4,232,2,7.0
CUST003440,21,70,1,9.0
CUST003441,37,175,3,3.0
CUST003442,43,359,6,6.0
CUST003443,31,86,4,8.0
CUST003444,21,253,2,3.0
CUST003445,26,30,0,
CUST003446,41,155,3,9.0
CUST003447,58,200,2,9.0
CUST003448,35,363,2,6.0
CUST003449,38,156,3,5.0
CUST003450,24,245,1,1.0
CUST003451,11,20,1,
CUST003452,41,203,1,3.0
CUST003453,29,334,4,4.0
CUST003454,47,152,1,5.0
CUST003455,55,77,3,8.0
CUST003456,3,328,4,
CUST003457,1,172,1,7.0
CUST003458,52,329,2,10.0
CUST003459,54,250,1,6.0
CUST003460,19,186,2,3.0
CUST003461,46,362,1,
CUST003462,49,128,2,10.0
CUST003463,22,363,3,1.0
CUST003464,14,11,0,
CUST003465,49,336,1,3.0
CUST003466,57,242,0,9.0
CUST003467,59,181,4,10.0
CUST003468,14,265,3,1.0
CUST003469,44,195,1,8.0
CUST003470,16,246,2,6.0
CUST003471,33,100,1,9.0
CUST003472,13,52,2,4.0
CUST003473,38,75,6,5.0
CUST003474,49,133,6,6.0
CUST003475,12,256,2,9.0
CUST003476,55,209,2,6.0
CUST003477,51,143,3,
CUST003478,38,68,2,
CUST003479,39,54,0,
CUST003480,33,267,2,3.0
CUST003481,33,242,2,4.0
CUST003482,29,47,2,1.0
CUST003483,5,115,4,2.0
CUST003484,6,196,4,4.0
CUST003485,31,294,2,10.0
CUST003486,16,130,0,4.0
CUST003487,31,45,2,
CUST003488,25,155,0,
CUST003489,48,317,3,1.0
CUST003490,46,82,2,8.0
CUST003491,33,267,1,3.0
CUST003492,13,157,2,9.0
CUST003493,52,25,3,8.0
CUST003494,10,334,3,8.0
CUST003495,24,182,3,
CUST003496,10,174,1,4.0
CUST003497,41,297,2,5.0
CUST003498,31,41,1,7.0
CUST003499,13,357,2,2.0
CUST003500,3,288,2,7.0
CUST003501,59,49,1,3.0
CUST003502,50,262,4,6.0
CUST003503,52,244,1,6.0
CUST003504,34,57,2,6.0
CUST003505,49,6,0,10.0
CUST003506,28,47,0,
CUST003507,19,63,2,9.0
CUST003508,23,67,0,8.0
CUST003509,45,183,4,7.0
CUST003510,32,162,2,9.0
CUST003511,13,297,0,4.0
CUST003512,33,105,0,2.0
CUST003513,34,263,5,4.0
CUST003514,33,57,2,10.0
CUST003515,56,16,1,3.0
CUST003516,5,59,2,
CUST003517,56,166,1,2.0
CUST003518,3,250,2,8.0
CUST003519,7,34,1,5.0
CUST003520,24,46,3,6.0
CUST003521,22,299,0,8.0
CUST003522,45,47,0,7.0
CUST003523,23,252,1,7.0
CUST003524,30,166,3,7.0
CUST003525,18,317,3,7.0
CUST003526,32,132,2,
CUST003527,56,70,2,1.0
CUST003528,53,60,3,3.0
CUST003529,7,205,3,1.0
CUST003530,33,238,2,
CUST003531,5,344,1,2.0
CUST003532,49,348,1,7.0
CUST003533,28,333,1,6.0
CUST003534,8,106,1,1.0
CUST003535,15,184,0,6.0
CUST003536,52,338,3,9.0
CUST003537,4,7,2,3.0
CUST003538,34,31,3,7.0
CUST003539,5,216,3,4.0
CUST003540,33,341,2,1.0
CUST003541,57,304,4,7.0
CUST003542,5,298,0,1.0
CUST003543,38,346,0,4.0
CUST003544,34,286,3,9.0
CUST003545,58,126,1,5.0
CUST003546,26,51,1,7.0
CUST003547,1,190,3,7.0
CUST003548,4,51,0,3.0
CUST003549,39,232,5,8.0
CUST003550,54,178,1,1.0
CUST003551,26,158,1,4.0
CUST003552,33,147,3,10.0
CUST003553,33,306,2,4.0
