Customer_ID,Payment_Method,Monthly_Spend,Discount_Offered
CUST002130,Debit Card,30.08,12.89
CUST002131,Debit Card,42.08,8.91
CUST002132,PayPal,53.21,13.6
CUST002133,Debit Card,51.65,15.36
CUST002134,Credit Card,54.33,8.12
CUST002135,Debit Card,68.95,15.79
CUST002136,Credit Card,53.73,13.81
CUST002137,Debit Card,35.24,14.19
CUST002138,Debit Card,50.13,9.59
CUST002139,PayPal,36.25,7.33
CUST002140,Credit Card,42.9,14.35
CUST002141,Debit Card,40.57,13.79
CUST002142,Debit Card,46.12,10.07
CUST002143,Credit Card,41.61,9.44
CUST002144,Debit Card,45.4,10.21
CUST002145,PayPal,56.65,12.35
CUST002146,Credit Card,55.76,19.62
CUST002147,PayPal,36.65,16.45
CUST002148,Credit Card,36.95,17.78
CUST002149,Credit Card,54.97,12.58
CUST002150,Credit Card,45.09,12.89
CUST002151,Debit Card,38.32,8.06
CUST002152,Credit Card,57.32,15.82
CUST002153,Credit Card,39.81,11.32
CUST002154,Credit Card,50.97,16.14
CUST002155,PayPal,51.76,11.14
CUST002156,Credit Card,43.2,6.63
CUST002157,Debit Card,54.4,7.6
CUST002158,Credit Card,64.4,17.17
CUST002159,Credit Card,52.89,8.88
CUST002160,PayPal,61.33,8.97
CUST002161,Debit Card,43.4,18.94
CUST002162,Debit Card,51.34,14.86
CUST002163,Debit Card,54.18,6.71
CUST002164,Credit Card,35.16,7.15
CUST002165,Credit Card,61.58,9.09
CUST002166,Debit Card,34.86,13.91
CUST002167,Debit Card,46.56,16.29
CUST002168,PayPal,44.52,9.12
CUST002169,Debit Card,47.5,18.06
CUST002170,Credit Card,51.76,6.64
CUST002171,Credit Card,55.6,8.11
CUST002172,Credit Card,42.56,19.56
CUST002173,PayPal,54.29,7.02
CUST002174,Debit Card,52.03,18.32
CUST002175,Credit Card,50.08,15.56
CUST002176,PayPal,37.02,6.1
CUST002177,PayPal,46.77,12.26
CUST002178,Credit Card,47.35,12.78
CUST002179,PayPal,51.03,18.98
CUST002180,PayPal,53.43,11.32
CUST002181,Credit Card,39.14,11.7
CUST002182,PayPal,42.35,6.69
CUST002183,Credit Card,32.57,14.59
CUST002184,Credit Card,46.72,8.16
CUST002185,PayPal,39.91,6.16
CUST002186,Credit Card,59.61,19.95
CUST002187,Credit Card,28.91,9.04
CUST002188,Debit Card,46.3,7.12
CUST002189,Credit Card,52.31,15.49
CUST002190,Debit Card,65.86,17.33
CUST002191,Debit Card,54.91,5.96
CUST002192,Debit Card,46.4,6.58
CUST002193,Debit Card,56.17,6.35
CUST002194,PayPal,25.36,5.7
CUST002195,PayPal,35.46,14.89
CUST002196,Credit Card,51.51,13.82
CUST002197,Credit Card,53.57,14.94
CUST002198,Credit Card,46.96,12.59
CUST002199,PayPal,47.82,17.26
CUST002200,Debit Card,49.71,13.2
CUST002201,PayPal,41.54,18.78
CUST002202,PayPal,63.69,12.28
CUST002203,Credit Card,39.25,16.86
CUST002204,Credit Card,43.5,11.11
CUST002205,Credit Card,38.59,11.53
CUST002206,Debit Card,44.82,17.73
CUST002207,Debit Card,46.92,6.61
CUST002208,PayPal,56.47,13.47
CUST002209,Debit Card,50.33,15.9
CUST002210,Credit Card,34.55,16.26
CUST002211,Debit Card,54.96,13.87
CUST002212,Debit Card,36.08,11.72
CUST002213,Debit Card,41.05,8.91
CUST002214,Debit Card,45.73,18.64
CUST002215,Credit Card,49.63,10.55
CUST002216,Credit Card,42.34,16.98
CUST002217,PayPal,31.97,5.47
CUST002218,PayPal,39.57,8.48
CUST002219,PayPal,44.02,10.18
CUST002220,Debit Card,53.21,15.07
CUST002221,Debit Card,44.43,9.79
CUST002222,Credit Card,44.31,5.62
CUST002223,PayPal,42.0,7.61
CUST002224,Credit Card,42.73,8.89
CUST002225,PayPal,52.33,7.64
CUST002226,PayPal,37.1,8.06
CUST002227,PayPal,63.35,16.53
CUST002228,Debit Card,39.69,11.18
CUST002229,PayPal,46.72,11.08
CUST002230,PayPal,40.5,19.5
CUST002231,Debit Card,43.09,11.7
CUST002232,PayPal,29.13,18.91
CUST002233,Debit Card,37.98,9.49
CUST002234,Debit Card,34.78,11.01
CUST002235,Credit Card,60.42,10.94
CUST002236,Debit Card,48.21,13.19
CUST002237,Debit Card,46.38,13.76
CUST002238,Debit Card,36.56,8.72
CUST002239,PayPal,42.29,16.9
CUST002240,Credit Card,61.37,12.45
CUST002241,PayPal,59.02,5.11
CUST002242,Debit Card,51.87,13.87
CUST002243,Debit Card,65.03,16.97
CUST002244,Credit Card,51.09,8.76
CUST002245,Credit Card,38.29,5.57
CUST002246,Debit Card,54.98,17.11
CUST002247,Debit Card,48.94,19.64
CUST002248,PayPal,33.3,6.15
CUST002249,Debit Card,41.23,19.07
CUST002250,PayPal,45.67,10.39
CUST002251,Credit Card,55.88,19.12
CUST002252,PayPal,65.77,14.73
CUST002253,Debit Card,39.79,18.35
CUST002254,PayPal,45.11,16.79
CUST002255,PayPal,40.42,5.42
CUST002256,Credit Card,48.63,5.98
CUST002257,PayPal,49.74,12.89
CUST002258,Debit Card,30.76,6.94
CUST002259,PayPal,44.38,11.92
CUST002260,PayPal,54.21,19.32
CUST002261,PayPal,61.7,9.42
CUST002262,Debit Card,64.61,12.33
CUST002263,PayPal,26.54,10.76
CUST002264,Debit Card,44.75,14.45
CUST002265,PayPal,50.53,7.91
CUST002266,Credit Card,59.38,8.9
CUST002267,Credit Card,39.58,17.88
CUST002268,Credit Card,55.92,17.17
CUST002269,Debit Card,56.07,16.84
CUST002270,Debit Card,44.37,16.56
CUST002271,Debit Card,33.77,11.89
CUST002272,PayPal,41.58,15.93
CUST002273,Debit Card,59.03,10.81
CUST002274,Debit Card,26.16,6.51
CUST002275,Debit Card,29.33,10.9
CUST002276,Debit Card,43.32,7.38
CUST002277,Credit Card,44.12,10.86
CUST002278,PayPal,61.28,9.46
CUST002279,Credit Card,48.64,13.99
CUST002280,PayPal,38.83,10.42
CUST002281,PayPal,35.84,15.58
CUST002282,Credit Card,49.08,12.68
CUST002283,Debit Card,59.27,18.79
CUST002284,Credit Card,29.4,6.37
CUST002285,PayPal,46.53,15.32
CUST002286,PayPal,51.43,15.09
CUST002287,Debit Card,38.9,19.26
CUST002288,Credit Card,40.13,10.57
CUST002289,PayPal,48.68,9.58
CUST002290,Credit Card,49.25,7.59
CUST002291,Debit Card,32.37,8.98
CUST002292,Debit Card,45.8,12.53
CUST002293,PayPal,37.54,17.57
CUST002294,Debit Card,44.98,9.26
CUST002295,PayPal,34.14,7.37
CUST002296,PayPal,37.16,9.08
CUST002297,Debit Card,52.54,6.51
CUST002298,Debit Card,51.7,18.9
CUST002299,Credit Card,36.9,18.09
CUST002300,Credit Card,32.03,9.63
CUST002301,PayPal,45.93,8.7
CUST002302,Credit Card,40.65,18.58
CUST002303,PayPal,49.34,5.03
CUST002304,Debit Card,54.15,14.01
CUST002305,Debit Card,36.46,18.74
CUST002306,Credit Card,52.71,12.63
CUST002307,PayPal,49.8,5.04
CUST002308,PayPal,61.02,8.28
CUST002309,Credit Card,49.26,18.84
CUST002310,PayPal,27.53,5.26
CUST002311,PayPal,59.29,10.92
CUST002312,Debit Card,55.77,16.85
CUST002313,PayPal,44.03,17.57
CUST002314,PayPal,34.81,12.16
CUST002315,PayPal,47.82,8.49
CUST002316,Credit Card,35.78,14.0
CUST002317,Credit Card,57.7,8.96
CUST002318,Credit Card,31.75,8.83
CUST002319,PayPal,59.95,17.11
CUST002320,PayPal,50.38,7.31
CUST002321,Credit Card,36.98,5.08
CUST002322,Credit Card,33.58,10.05
CUST002323,PayPal,47.71,12.36
CUST002324,PayPal,30.93,15.58
CUST002325,Debit Card,48.42,16.72
CUST002326,Credit Card,44.68,14.95
CUST002327,PayPal,31.06,14.4
CUST002328,Credit Card,58.74,14.99
CUST002329,Credit Card,47.64,9.07
CUST002330,Credit Card,42.52,10.74
CUST002331,Debit Card,42.38,14.25
CUST002332,PayPal,49.06,5.98
CUST002333,PayPal,46.11,9.43
CUST002334,Credit Card,41.3,11.1
CUST002335,PayPal,59.82,13.0
CUST002336,Debit Card,43.87,12.3
CUST002337,Credit Card,43.06,15.77
CUST002338,Debit Card,39.9,12.1
CUST002339,Debit Card,54.24,18.56
CUST002340,PayPal,27.31,10.7
CUST002341,PayPal,46.44,12.88
CUST002342,Debit Card,46.63,5.05
CUST002343,PayPal,53.38,9.66
CUST002344,Debit Card,48.3,18.0
CUST002345,Debit Card,55.59,10.0
CUST002346,Credit Card,41.43,8.8
CUST002347,Debit Card,56.47,13.15
CUST002348,Debit Card,40.82,6.18
CUST002349,PayPal,46.83,12.97
CUST002350,Credit Card,44.75,9.55
CUST002351,PayPal,30.26,10.75
CUST002352,Credit Card,52.97,16.87
CUST002353,PayPal,35.92,14.93
CUST002354,Debit Card,39.49,11.69
CUST002355,Credit Card,55.98,13.66
CUST002356,Credit Card,36.69,16.5
CUST002357,Credit Card,45.77,16.19
CUST002358,Credit Card,52.33,7.78
CUST002359,PayPal,64.51,9.51
CUST002360,PayPal,56.53,10.22
CUST002361,Credit Card,51.9,7.81
CUST002362,Credit Card,51.02,5.18
CUST002363,Credit Card,54.02,7.61
CUST002364,PayPal,56.9,17.12
CUST002365,Credit Card,42.17,13.19
CUST002366,Credit Card,51.46,10.12
CUST002367,Credit Card,60.14,14.13
CUST002368,PayPal,45.85,16.1
CUST002369,Debit Card,58.43,10.32
CUST002370,Debit Card,44.87,11.99
CUST002371,PayPal,46.03,5.96
CUST002372,Debit Card,31.5,13.96
CUST002373,Credit Card,34.91,10.35
CUST002374,Credit Card,31.3,11.5
CUST002375,PayPal,44.74,11.34
CUST002376,PayPal,40.86,14.49
CUST002377,Debit Card,50.02,13.59
CUST002378,Debit Card,45.42,11.33
CUST002379,Credit Card,45.8,5.25
CUST002380,PayPal,52.04,14.31
CUST002381,Debit Card,58.27,18.19
CUST002382,Debit Card,48.4,16.54
CUST002383,Credit Card,50.18,19.72
CUST002384,Credit Card,53.01,7.09
CUST002385,Credit Card,37.39,8.34
CUST002386,Credit Card,40.7,13.09
CUST002387,Debit Card,47.47,8.54
CUST002388,PayPal,54.64,5.52
CUST002389,PayPal,44.72,11.03
CUST002390,Credit Card,40.9,9.31
CUST002391,Credit Card,37.12,8.96
CUST002392,Debit Card,59.59,19.3
CUST002393,Credit Card,57.07,8.58
CUST002394,PayPal,39.34,6.94
CUST002395,Credit Card,46.24,6.88
CUST002396,PayPal,35.01,17.09
CUST002397,Credit Card,49.1,15.72
CUST002398,Credit Card,45.8,6.94
CUST002399,PayPal,26.4,8.3
CUST002400,Debit Card,37.8,16.21
CUST002401,Debit Card,43.32,9.12
CUST002402,Credit Card,52.17,19.72
CUST002403,Credit Card,50.79,13.11
CUST002404,PayPal,51.38,7.88
CUST002405,PayPal,51.24,17.88
CUST002406,Credit Card,56.57,9.79
CUST002407,PayPal,44.91,9.33
CUST002408,Debit Card,32.41,9.91
CUST002409,Debit Card,47.9,16.52
CUST002410,PayPal,26.18,7.6
CUST002411,PayPal,38.59,10.73
CUST002412,PayPal,47.69,5.46
CUST002413,Debit Card,44.86,17.4
CUST002414,Credit Card,35.5,10.11
CUST002415,PayPal,29.64,8.72
CUST002416,PayPal,45.37,13.7
CUST002417,PayPal,43.39,15.57
CUST002418,Credit Card,37.45,17.19
CUST002419,PayPal,37.13,10.22
CUST002420,PayPal,52.98,17.18
CUST002421,Debit Card,52.69,11.97
CUST002422,PayPal,50.24,6.52
CUST002423,Debit Card,49.42,17.69
CUST002424,Credit Card,33.37,13.21
CUST002425,PayPal,64.45,14.04
CUST002426,PayPal,64.51,19.06
CUST002427,Debit Card,37.39,13.39
CUST002428,Credit Card,56.18,5.08
CUST002429,Credit Card,53.08,18.06
CUST002430,Debit Card,45.58,9.27
CUST002431,Credit Card,68.48,12.53
CUST002432,Credit Card,32.69,8.07
CUST002433,Credit Card,40.13,9.45
CUST002434,Credit Card,59.2,15.3
CUST002435,Credit Card,36.69,11.44
CUST002436,Credit Card,36.18,14.41
CUST002437,Credit Card,43.77,17.35
CUST002438,Credit Card,36.55,10.11
CUST002439,PayPal,53.09,13.53
CUST002440,Debit Card,52.49,16.66
CUST002441,Credit Card,37.34,15.73
CUST002442,Debit Card,56.42,13.1
CUST002443,Credit Card,27.46,10.75
CUST002444,Credit Card,40.94,11.11
CUST002445,PayPal,57.0,11.5
CUST002446,Debit Card,48.65,10.23
CUST002447,Debit Card,37.9,15.49
CUST002448,PayPal,44.57,6.88
CUST002449,PayPal,51.42,19.51
CUST002450,Debit Card,47.39,16.68
CUST002451,Credit Card,42.53,9.47
CUST002452,Credit Card,28.4,5.64
CUST002453,Debit Card,42.71,15.67
CUST002454,Credit Card,53.23,16.02
CUST002455,PayPal,44.67,19.45
CUST002456,PayPal,54.26,8.81
CUST002457,PayPal,56.96,6.24
CUST002458,Debit Card,45.93,18.73
CUST002459,Debit Card,50.89,8.88
CUST002460,Debit Card,56.22,15.82
CUST002461,Credit Card,43.86,5.91
CUST002462,Debit Card,46.42,16.41
CUST002463,Debit Card,42.91,6.91
CUST002464,PayPal,42.58,15.43
CUST002465,Credit Card,56.01,12.99
CUST002466,Credit Card,52.17,19.33
CUST002467,PayPal,49.27,5.55
CUST002468,Credit Card,48.87,9.38
CUST002469,Debit Card,44.89,6.04
CUST002470,Credit Card,61.9,18.19
CUST002471,PayPal,57.89,13.91
CUST002472,Credit Card,43.59,13.02
CUST002473,PayPal,56.45,6.97
CUST002474,Debit Card,41.72,12.34
CUST002475,Debit Card,37.69,10.98
CUST002476,PayPal,44.98,9.74
CUST002477,Debit Card,55.04,16.58
CUST002478,Debit Card,33.41,5.92
CUST002479,Credit Card,44.82,14.7
CUST002480,Debit Card,46.05,17.34
CUST002481,PayPal,36.68,18.61
CUST002482,Debit Card,47.99,16.19
CUST002483,Credit Card,30.52,9.24
CUST002484,PayPal,34.75,14.01
CUST002485,Debit Card,28.72,7.12
CUST002486,Debit Card,49.65,6.76
CUST002487,Debit Card,37.39,14.58
CUST002488,PayPal,65.84,17.77
CUST002489,Credit Card,54.94,6.01
CUST002490,PayPal,48.2,6.59
CUST002491,PayPal,39.1,13.48
CUST002492,Credit Card,47.24,8.27
CUST002493,PayPal,46.57,14.18
CUST002494,PayPal,47.38,8.22
CUST002495,Debit Card,43.61,6.75
CUST002496,PayPal,52.8,13.18
CUST002497,Debit Card,47.92,17.93
CUST002498,PayPal,30.79,15.28
CUST002499,Debit Card,45.18,17.28
CUST002500,Debit Card,57.31,9.0
CUST002501,Debit Card,58.89,18.29
CUST002502,Credit Card,53.68,10.66
CUST002503,PayPal,41.58,17.79
CUST002504,PayPal,39.77,12.07
CUST002505,PayPal,52.48,9.02
CUST002506,Credit Card,32.34,8.9
CUST002507,Debit Card,54.29,13.52
CUST002508,PayPal,43.51,6.19
CUST002509,Credit Card,60.57,18.95
CUST002510,Credit Card,46.47,9.07
CUST002511,PayPal,63.47,10.03
CUST002512,Debit Card,43.52,8.5
CUST002513,Credit Card,32.15,5.05
CUST002514,PayPal,58.54,15.39
CUST002515,Debit Card,60.42,13.86
CUST002516,Credit Card,47.0,17.14
CUST002517,Credit Card,31.88,5.62
CUST002518,PayPal,54.55,18.93
CUST002519,PayPal,49.26,9.96
CUST002520,Debit Card,65.49,18.7
CUST002521,PayPal,44.32,6.61
CUST002522,PayPal,41.01,16.16
CUST002523,Debit Card,41.33,13.69
CUST002524,PayPal,50.25,10.37
CUST002525,Debit Card,40.99,6.19
CUST002526,Debit Card,44.7,14.07
CUST002527,Debit Card,43.78,5.4
CUST002528,PayPal,49.43,12.52
CUST002529,Debit Card,46.84,14.06
CUST002530,PayPal,52.79,15.99
CUST002531,Debit Card,31.68,19.87
CUST002532,PayPal,45.32,8.9
CUST002533,Debit Card,35.99,9.84
CUST002534,Credit Card,28.41,10.12
CUST002535,Credit Card,42.19,15.97
CUST002536,Credit Card,57.95,18.98
CUST002537,Debit Card,66.15,19.61
CUST002538,PayPal,64.48,19.19
CUST002539,Debit Card,51.91,18.19
CUST002540,Debit Card,43.42,19.86
CUST002541,Debit Card,43.53,10.64
CUST002542,Debit Card,68.38,19.22
CUST002543,PayPal,38.93,16.42
CUST002544,Debit Card,47.35,7.53
CUST002545,Credit Card,53.32,5.68
CUST002546,Credit Card,29.88,8.22
CUST002547,Credit Card,34.27,16.68
CUST002548,Debit Card,45.55,14.48
CUST002549,PayPal,45.08,8.37
CUST002550,PayPal,52.2,16.13
CUST002551,PayPal,40.75,7.12
CUST002552,Debit Card,58.69,17.33
CUST002553,PayPal,42.96,16.91
CUST002554,Credit Card,57.88,19.59
CUST002555,PayPal,42.05,7.25
CUST002556,Debit Card,51.07,18.6
CUST002557,Debit Card,36.42,10.12
CUST002558,PayPal,60.32,11.24
CUST002559,Debit Card,36.44,12.03
CUST002560,PayPal,54.76,14.4
CUST002561,PayPal,60.39,19.92
CUST002562,Credit Card,64.34,14.0
CUST002563,Debit Card,42.12,18.9
CUST002564,Credit Card,61.31,8.83
CUST002565,Debit Card,47.72,10.98
CUST002566,PayPal,55.88,12.57
CUST002567,Debit Card,50.48,9.84
CUST002568,PayPal,40.15,19.65
CUST002569,Debit Card,47.99,15.89
CUST002570,Credit Card,36.1,12.18
CUST002571,Credit Card,54.96,16.27
CUST002572,PayPal,51.95,12.01
CUST002573,Credit Card,45.42,5.26
CUST002574,PayPal,66.01,13.15
CUST002575,PayPal,44.16,14.38
CUST002576,PayPal,39.73,19.72
CUST002577,Debit Card,40.97,5.61
CUST002578,PayPal,53.55,12.68
CUST002579,Credit Card,46.42,6.47
CUST002580,Debit Card,45.72,7.23
CUST002581,Credit Card,52.99,14.16
CUST002582,PayPal,45.16,8.47
CUST002583,PayPal,52.14,16.24
CUST002584,Credit Card,36.86,12.71
CUST002585,Debit Card,58.63,8.27
CUST002586,Credit Card,36.29,12.41
CUST002587,PayPal,29.81,5.01
CUST002588,Debit Card,56.86,17.94
CUST002589,PayPal,43.3,5.19
CUST002590,PayPal,39.45,5.11
CUST002591,Credit Card,40.02,14.17
CUST002592,PayPal,49.11,19.6
CUST002593,Credit Card,63.77,17.84
CUST002594,Debit Card,47.79,8.78
CUST002595,PayPal,59.73,7.95
CUST002596,PayPal,50.89,14.39
CUST002597,Debit Card,35.35,17.34
CUST002598,Credit Card,37.07,10.43
CUST002599,PayPal,43.59,11.49
CUST002600,Debit Card,34.65,6.73
CUST002601,PayPal,50.89,7.29
CUST002602,Credit Card,43.47,13.53
CUST002603,Credit Card,53.62,6.54
CUST002604,Credit Card,33.18,8.03
CUST002605,Credit Card,59.21,8.52
CUST002606,Debit Card,54.44,11.66
CUST002607,PayPal,28.83,5.68
CUST002608,Debit Card,21.77,12.5
CUST002609,Credit Card,38.23,18.93
CUST002610,Credit Card,40.41,5.37
CUST002611,Credit Card,44.53,14.46
CUST002612,Credit Card,46.4,17.54
CUST002613,PayPal,44.88,9.69
CUST002614,Credit Card,39.12,6.97
CUST002615,PayPal,38.75,5.65
CUST002616,Credit Card,50.8,14.66
CUST002617,PayPal,35.23,13.28
CUST002618,PayPal,61.79,8.44
CUST002619,Credit Card,44.52,17.47
CUST002620,Debit Card,49.97,16.03
CUST002621,Debit Card,49.84,9.15
CUST002622,Debit Card,67.58,16.3
CUST002623,Debit Card,57.73,8.67
CUST002624,Debit Card,42.36,15.13
CUST002625,Credit Card,33.4,6.78
CUST002626,Credit Card,49.93,15.38
CUST002627,Credit Card,44.44,8.58
CUST002628,Credit Card,49.57,13.59
CUST002629,Credit Card,57.12,7.59
CUST002630,Credit Card,39.28,15.89
CUST002631,PayPal,35.76,5.91
CUST002632,PayPal,38.78,7.48
CUST002633,Credit Card,38.78,7.76
CUST002634,Credit Card,38.81,5.62
CUST002635,PayPal,36.21,16.18
CUST002636,PayPal,50.4,19.71
CUST002637,Credit Card,60.85,16.68
CUST002638,PayPal,52.32,17.91
CUST002639,Debit Card,31.44,5.09
CUST002640,Debit Card,28.04,6.77
CUST002641,Debit Card,54.17,13.39
CUST002642,PayPal,35.84,19.67
CUST002643,Credit Card,67.61,14.91
CUST002644,Credit Card,34.48,10.61
CUST002645,Credit Card,54.05,7.19
CUST002646,PayPal,41.69,7.29
CUST002647,PayPal,30.56,10.44
CUST002648,Debit Card,38.02,15.71
CUST002649,PayPal,40.29,5.48
CUST002650,Debit Card,67.58,17.78
CUST002651,Debit Card,63.53,19.12
CUST002652,Credit Card,54.15,18.33
CUST002653,PayPal,46.65,18.7
CUST002654,Credit Card,38.0,5.23
CUST002655,Credit Card,29.97,19.67
CUST002656,PayPal,50.53,10.5
CUST002657,PayPal,54.96,18.04
CUST002658,Debit Card,28.86,7.8
CUST002659,Debit Card,55.37,11.7
CUST002660,Debit Card,52.32,5.66
CUST002661,Debit Card,47.13,5.6
CUST002662,Credit Card,40.13,19.15
CUST002663,Credit Card,54.73,17.16
CUST002664,PayPal,40.15,12.95
CUST002665,Debit Card,41.39,12.88
CUST002666,Debit Card,46.91,16.23
CUST002667,Debit Card,39.93,10.13
CUST002668,Credit Card,41.23,16.43
CUST002669,PayPal,32.35,12.28
CUST002670,Credit Card,57.02,14.57
CUST002671,PayPal,64.18,19.47
CUST002672,PayPal,58.28,12.07
CUST002673,Credit Card,50.22,11.28
CUST002674,Credit Card,39.39,18.59
CUST002675,PayPal,39.91,18.54
CUST002676,Credit Card,54.44,19.89
CUST002677,Credit Card,55.49,13.26
CUST002678,PayPal,57.69,10.16
CUST002679,PayPal,32.55,8.61
CUST002680,Debit Card,40.32,5.51
CUST002681,Credit Card,35.76,15.9
CUST002682,PayPal,41.11,8.5
CUST002683,Credit Card,58.0,14.1
CUST002684,Credit Card,52.22,18.75
CUST002685,PayPal,60.04,19.25
CUST002686,Debit Card,23.95,5.07
CUST002687,PayPal,54.54,9.76
CUST002688,PayPal,52.42,17.56
CUST002689,Credit Card,37.33,13.05
CUST002690,Debit Card,54.15,17.11
CUST002691,PayPal,52.05,17.8
CUST002692,Credit Card,46.3,11.64
CUST002693,PayPal,42.78,10.38
CUST002694,Credit Card,39.38,11.83
CUST002695,PayPal,59.09,14.79
CUST002696,Debit Card,59.51,10.51
CUST002697,PayPal,44.48,16.62
CUST002698,Credit Card,65.94,18.56
CUST002699,PayPal,39.23,9.23
CUST002700,Debit Card,46.39,19.47
CUST002701,Debit Card,40.03,14.34
CUST002702,Debit Card,54.9,18.17
CUST002703,Debit Card,48.26,6.56
CUST002704,Credit Card,33.37,8.77
CUST002705,PayPal,26.57,9.82
CUST002706,Debit Card,49.26,9.54
CUST002707,PayPal,56.9,7.58
CUST002708,Credit Card,53.07,18.02
CUST002709,PayPal,40.23,11.28
CUST002710,PayPal,50.76,19.45
CUST002711,Debit Card,25.71,13.75
CUST002712,Debit Card,59.8,7.08
CUST002713,Credit Card,53.6,13.19
CUST002714,PayPal,54.87,19.9
CUST002715,Credit Card,52.59,13.48
CUST002716,Credit Card,44.0,5.03
CUST002717,Credit Card,52.87,19.0
CUST002718,Debit Card,35.45,8.52
CUST002719,Debit Card,50.45,15.33
CUST002720,PayPal,30.26,12.73
CUST002721,PayPal,42.84,9.88
CUST002722,PayPal,51.43,9.24
CUST002723,Debit Card,49.83,18.93
CUST002724,Debit Card,49.38,18.68
CUST002725,Credit Card,49.99,12.7
CUST002726,Debit Card,39.42,8.88
CUST002727,Credit Card,47.23,6.54
CUST002728,Credit Card,52.41,7.35
CUST002729,Debit Card,28.75,12.83
CUST002730,Credit Card,28.07,9.62
CUST002731,Credit Card,39.93,5.63
CUST002732,PayPal,39.0,11.83
CUST002733,Credit Card,66.48,16.19
CUST002734,Debit Card,52.77,18.38
CUST002735,Debit Card,47.68,13.78
CUST002736,Credit Card,37.67,15.85
CUST002737,PayPal,36.02,10.46
CUST002738,Debit Card,46.95,12.44
CUST002739,Debit Card,30.16,15.94
CUST002740,PayPal,51.48,15.91
CUST002741,Credit Card,51.9,11.37
CUST002742,Debit Card,40.55,13.16
CUST002743,Credit Card,58.21,18.86
CUST002744,Credit Card,44.26,14.48
CUST002745,Credit Card,47.06,14.64
CUST002746,Credit Card,38.99,16.77
CUST002747,Debit Card,51.16,6.73
CUST002748,PayPal,49.72,12.84
CUST002749,Debit Card,55.73,19.39
CUST002750,PayPal,63.24,10.42
CUST002751,Credit Card,36.5,9.42
CUST002752,PayPal,39.34,14.02
CUST002753,Credit Card,36.26,8.32
CUST002754,Debit Card,29.63,13.34
CUST002755,Debit Card,38.55,7.33
CUST002756,PayPal,42.78,13.7
CUST002757,Credit Card,44.5,14.04
CUST002758,Credit Card,44.63,11.28
CUST002759,PayPal,37.93,10.74
CUST002760,Credit Card,49.22,8.68
CUST002761,Credit Card,43.92,9.96
CUST002762,Credit Card,46.01,12.48
CUST002763,Debit Card,40.07,8.71
CUST002764,Debit Card,39.2,16.74
CUST002765,Debit Card,51.74,15.64
CUST002766,Credit Card,41.22,9.04
CUST002767,Debit Card,33.64,6.46
CUST002768,Credit Card,34.82,5.0
CUST002769,Credit Card,56.59,13.95
CUST002770,PayPal,41.29,8.17
CUST002771,Credit Card,36.22,5.19
CUST002772,Debit Card,54.69,10.39
CUST002773,Debit Card,55.1,19.43
CUST002774,Credit Card,35.09,15.35
CUST002775,Debit Card,41.28,17.87
CUST002776,Credit Card,32.62,7.17
CUST002777,PayPal,45.31,6.1
CUST002778,Credit Card,27.33,5.17
CUST002779,Credit Card,58.37,19.33
CUST002780,PayPal,58.15,9.5
CUST002781,Debit Card,48.3,11.89
CUST002782,PayPal,52.23,10.92
CUST002783,PayPal,39.86,15.96
CUST002784,Credit Card,40.03,9.65
CUST002785,Credit Card,137.31,13.03
CUST002786,PayPal,41.08,19.93
CUST002787,Debit Card,46.32,11.66
CUST002788,PayPal,42.9,13.27
CUST002789,Debit Card,56.83,12.54
CUST002790,PayPal,49.3,17.05
CUST002791,PayPal,53.94,9.0
CUST002792,Debit Card,56.54,7.56
CUST002793,PayPal,48.75,16.31
CUST002794,Credit Card,50.13,11.23
CUST002795,PayPal,55.73,18.71
CUST002796,Credit Card,58.47,14.66
CUST002797,Debit Card,38.47,13.47
CUST002798,Debit Card,37.56,6.06
CUST002799,Credit Card,52.34,15.96
CUST002800,PayPal,54.92,15.29
CUST002801,Credit Card,64.91,14.6
CUST002802,Credit Card,39.97,9.02
CUST002803,Debit Card,47.26,19.2
CUST002804,Credit Card,40.26,9.82
CUST002805,PayPal,36.38,7.28
CUST002806,Credit Card,54.42,19.81
CUST002807,Debit Card,44.88,16.19
CUST002808,PayPal,44.48,11.22
CUST002809,Debit Card,42.34,19.04
CUST002810,Credit Card,58.81,6.37
CUST002811,Credit Card,37.85,6.31
CUST002812,Debit Card,44.99,15.24
CUST002813,Debit Card,47.8,7.67
CUST002814,PayPal,48.39,18.76
CUST002815,Debit Card,52.34,17.61
CUST002816,Debit Card,48.18,9.6
CUST002817,Credit Card,52.12,18.33
CUST002818,Credit Card,40.89,5.64
CUST002819,Debit Card,35.52,13.23
CUST002820,Debit Card,56.75,19.03
CUST002821,Credit Card,46.04,17.83
CUST002822,PayPal,36.9,10.34
CUST002823,PayPal,60.67,7.74
CUST002824,PayPal,39.65,8.16
CUST002825,PayPal,40.57,12.72
CUST002826,Credit Card,44.62,13.95
CUST002827,Debit Card,25.61,5.49
CUST002828,PayPal,49.73,11.2
CUST002829,Credit Card,49.96,17.46
CUST002830,Debit Card,55.86,11.66
CUST002831,PayPal,45.0,7.54
CUST002832,Debit Card,45.82,19.32
CUST002833,PayPal,52.54,8.99
CUST002834,Debit Card,42.22,16.98
CUST002835,PayPal,44.39,7.91
CUST002836,PayPal,48.13,11.35
CUST002837,Debit Card,57.15,12.36
CUST002838,Debit Card,56.41,12.51
CUST002839,Debit Card,57.32,12.75
